facility_id,name,ward,query,place_id,address_before,address_after,lat_before,lat_after,lng_before,lng_after,phone_before,phone_after,website_before,website_after,map_url_before,map_url_after
1410051024586,キッズパートナー小机,港北区,キッズパートナー小机 港北区 横浜市 保育園,ChIJvTJimyhZGGARNbiNQPiUmdE,,〒222-0036 神奈川県横浜市港北区小机町２１９０ 番,,35.509617,,139.6007613,,045-473-5361,,https://www.care-partner.com/place/kodukue/,,https://maps.google.com/?cid=15103266619319498805
1410051025476,光の園第二保育園,港北区,光の園第二保育園 港北区 横浜市 保育園,ChIJDczXHcpfGGAR5HEDGze_mDI,,〒222-0011 神奈川県横浜市港北区菊名６丁目１５−１４,,35.5144609,,139.6308335,,045-430-5099,,https://www.aunty-i.com/hikarinosono.html#nursery2,,https://maps.google.com/?cid=3645874141753733604
1410051026623,Gakkenほいくえん綱島,港北区,Gakkenほいくえん綱島 港北区 横浜市 保育園,ChIJmcGBGF9fGGARGyAZmOUiTBc,,〒223-0052 神奈川県横浜市港北区綱島東３丁目５−５７−１,,35.539698,,139.6425836,,045-642-3956,,https://nursery.cocofump.co.jp/nursery/tsunashima/,,https://maps.google.com/?cid=1678755130596991003
1410051015709,光の園保育園,港北区,光の園保育園 港北区 横浜市 保育園,ChIJez5Dg8JeGGARyFY_3wrMH6w,,〒222-0021 神奈川県横浜市港北区篠原北２丁目４−９ パールエイト菊名,,35.510017,,139.629633,,045-423-6755,,http://www.aunty-i.com/sp/hikarinosono.html,,https://maps.google.com/?cid=12402856245868844744
1410051024230,光の園アンティー保育園,港北区,光の園アンティー保育園 港北区 横浜市 保育園,ChIJLxA7ZZZeGGARMoeaH9Wg-PE,,〒222-0011 神奈川県横浜市港北区菊名１丁目６−１４,,35.4983114,,139.6319311,,045-716-8326,,http://aunty-i.com/,,https://maps.google.com/?cid=17435862794583574322
1410051028561,オハナ新羽保育園,港北区,オハナ新羽保育園 港北区 横浜市 保育園,ChIJcTuXiTRfGGARr-33EtBbJiU,,〒223-0057 神奈川県横浜市港北区新羽町１６８５−２,,35.528451,,139.611968,,045-532-0810,,http://kiyukai.or.jp/ohana_nippa/,,https://maps.google.com/?cid=2676927977747901871
1410051025633,パレット保育園・妙蓮寺,港北区,パレット保育園・妙蓮寺 港北区 横浜市 保育園,ChIJUQtWYn5fGGARlOX19X4_Y3E,,〒222-0023 神奈川県横浜市港北区仲手原１丁目１８−１３,,35.4956041,,139.6341672,,045-710-0149,,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E5%A6%99%E8%93%AE%E5%AF%BA/,,https://maps.google.com/?cid=8170443963505173908
1410051017127,岩崎学園新横浜第二保育園,港北区,岩崎学園新横浜第二保育園 港北区 横浜市 保育園,ChIJC1XsN9deGGAR616GIc3Ujdw,,〒222-0033 神奈川県横浜市港北区新横浜３丁目２２−１９,,35.5123982,,139.6182743,,045-474-5630,,https://hoiku.iwasaki.ac.jp/kosodate/isyh2/index.html,,https://maps.google.com/?cid=15892592637556186859
1410051019651,大豆戸どろんこ保育園,港北区,大豆戸どろんこ保育園 港北区 横浜市 保育園,ChIJYbdd2dheGGARe-bPkh5W08Q,,〒222-0032 神奈川県横浜市港北区大豆戸町９４３,,35.51669260000001,,139.6238065,,045-710-0906,,https://www.doronko.jp/facilities/doronko-mamedo/?utm_source=GBP&utm_medium=click&utm_campaign=page_doronko-mamedo,,https://maps.google.com/?cid=14182774340831929979
1410051018232,Gakkenほいくえん日吉本町,港北区,Gakkenほいくえん日吉本町 港北区 横浜市 保育園,ChIJ_x--dm5fGGARQxRYieDzY8g,,〒223-0062 神奈川県横浜市港北区日吉本町３丁目２３−１５,,35.5477261,,139.6384009,,045-560-2331,,http://nursery.cocofump.co.jp/nursery/hiyoshihonchou/,,https://maps.google.com/?cid=14439652975982416963
1410051018240,日吉夢保育園,港北区,日吉夢保育園 港北区 横浜市 保育園,ChIJ68_uRVxfGGARYzgkLuiRbYo,,〒223-0062 神奈川県横浜市港北区日吉本町５丁目７４−１,,35.5504539,,139.6268125,,045-562-4125,,https://www.yumekoubou.or.jp/hoikuen/hiyoshiyume/,,https://maps.google.com/?cid=9974789176088082531
1410051019644,第二尚花愛児園,港北区,第二尚花愛児園 港北区 横浜市 保育園,ChIJ7U0EGBRfGGARFU8jE1FYg8o,,〒223-0053 神奈川県横浜市港北区綱島西１丁目１６−２７,,35.5388901,,139.6320937,,045-542-2004,,http://dai2-shoka-aijien.jp/,,https://maps.google.com/?cid=14592604322847215381
1410051024693,クレシュ新横浜,港北区,クレシュ新横浜 港北区 横浜市 保育園,ChIJ0U_W5dNeGGARC3_fqWc1vvs,,〒222-0033 神奈川県横浜市港北区新横浜３丁目２−４ プレシア新横浜 3F,,35.5109871,,139.6213378,,045-473-5252,,http://www.creche-shinyokohama.net/,,https://maps.google.com/?cid=18139995068442836747
1410051027878,ヒューマンアカデミー大倉山保育園,港北区,ヒューマンアカデミー大倉山保育園 港北区 横浜市 保育園,ChIJodmrB-ReGGARuBMp0U36H_w,,〒222-0002 神奈川県横浜市港北区師岡町２９８,,35.5187655,,139.6354863,,045-546-3166,,https://hoiku.athuman.com/access/#tab_access_okurayama,,https://maps.google.com/?cid=18167514633964426168
1410051017242,アイグラン保育園高田東,港北区,アイグラン保育園高田東 港北区 横浜市 保育園,ChIJd0xnN-5fGGARt0uH6wpwkWs,,〒223-0065 神奈川県横浜市港北区高田東４丁目２３−１７,,35.5484765,,139.6195632,,045-859-9302,,https://ai-takadahigashi.hoiku-en.net/,,https://maps.google.com/?cid=7751099625884830647
1410051026581,しんよしだこども園（保育所部分）,港北区,しんよしだこども園（保育所部分） 港北区 横浜市 保育園,ChIJ03BPjkdfGGARNrs0n9LPkB4,,〒223-0058 神奈川県横浜市港北区新吉田東６丁目１７−３,,35.536528,,139.621422,,045-549-5821,,http://www.shinyoshida-hoikuen.or.jp/,,https://maps.google.com/?cid=2202488721305287478
1410051026466,明日葉保育園大倉山園,港北区,明日葉保育園大倉山園 港北区 横浜市 保育園,ChIJT9JF5tZfGGARjRTIQT0lrCo,"JTB, 不明門通, 北小路町, 真苧屋町, 下京区, 京都市, 京都府, 600-8213, 日本",〒222-0037 神奈川県横浜市港北区大倉山１丁目１５−２１,34.9873545,35.5204863,135.7602306,139.6308617,,045-642-3561,,https://www.ashita-ba.jp/hoiku/okurayama/,"https://www.google.com/maps/search/?api=1&query=34.9873545,135.7602306",https://maps.google.com/?cid=3074873590614070413
1410051027142,スターチャイルド≪綱島ナーサリー≫,港北区,スターチャイルド≪綱島ナーサリー≫ 港北区 横浜市 保育園,ChIJSz4R8thfGGARnS0LSz8bVEw,,〒223-0053 神奈川県横浜市港北区綱島西５丁目３−１５,,35.5444884,,139.6268246,,045-533-2201,,https://www.starchild.jp/nursery/tsunashima,,https://maps.google.com/?cid=5500051003582131613
1410051027829,小学館アカデミーひよし保育園,港北区,小学館アカデミーひよし保育園 港北区 横浜市 保育園,ChIJzdHpe3NfGGAR2KTlpKF7fHg,,〒223-0051 神奈川県横浜市港北区箕輪町２丁目２−１２ アリアソワン・プレミアム日吉 101,,35.5473856,,139.6446911,,045-560-1710,,https://hoiku.shopro.co.jp/hoiku/about/nursery/hiyoshi.html,,https://maps.google.com/?cid=8681950115849938136
1410051023992,ベネッセ 綱島台保育園,港北区,ベネッセ 綱島台保育園 港北区 横浜市 保育園,ChIJE00GUGpfGGARWgB96hy2_Us,,〒223-0054 神奈川県横浜市港北区綱島台１７−２３,,35.54296679999999,,139.632252,,045-534-0351,,https://hoiku.benesse-style-care.co.jp/facilities/area_kanagawa/yokohama/h-tsunashimadai/,,https://maps.google.com/?cid=5475732957261791322
1410051015691,パレット保育園・綱島,港北区,パレット保育園・綱島 港北区 横浜市 保育園,ChIJsX2k8RNfGGARcg2vl-ZABcA,,〒223-0053 神奈川県横浜市港北区綱島西１丁目２−９,,35.537881,,139.6354742,,045-540-0301,,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E3%81%9F%E3%81%BE%E3%83%97%E3%83%A9%E3%83%BC%E3%82%B6/,,https://maps.google.com/?cid=13836536789297204594
1410051026011,まなびの森 菊名こども園,港北区,まなびの森 菊名こども園 港北区 横浜市 保育園,ChIJNSv1wNdfGGARFA6p235QOog,,〒222-0013 神奈川県横浜市港北区錦が丘１９−１８,,35.5078074,,139.6301351,,045-947-2020,,http://kodomonomori.co.jp/ki/,,https://maps.google.com/?cid=9816246843588808212
1410051014934,マーマしのはら保育園,港北区,マーマしのはら保育園 港北区 横浜市 保育園,ChIJc-6asMdeGGARu5FMP2qL-t8,,〒222-0026 神奈川県横浜市港北区篠原町９７４−２５,,35.5010425,,139.6214015,,045-439-0048,,https://www.mama-hoikuen.com/,,https://maps.google.com/?cid=16139365503080370619
1410051017093,アスク大倉山保育園,港北区,アスク大倉山保育園 港北区 横浜市 保育園,ChIJ6aRmN99eGGARvjXuGyvhWDA,"NTT西日本 七条別館, 下珠数屋町通, 西玉水町, 下京区, 京都市, 京都府, 600-8505, 日本",〒222-0037 神奈川県横浜市港北区大倉山４丁目１−１ BROTE大倉山 1F,34.990339,35.51809009999999,135.762865,139.6251737,,045-549-5282,,https://list.nihonhoiku.co.jp/nursery/detail/okurayama/?utm_source=google&utm_medium=map&utm_campaign=gbp,"https://www.google.com/maps/search/?api=1&query=34.990339,135.762865",https://maps.google.com/?cid=3483781887039518142
1410051014900,ケンパ高田,港北区,ケンパ高田 港北区 横浜市 保育園,ChIJYUabX1pfGGARVP9HNJmAAes,,〒223-0065 神奈川県横浜市港北区高田東４丁目１７−１７,,35.5474166,,139.6211202,,045-540-0400,,https://www.kenpa.jp/nursery/takadaen/,,https://maps.google.com/?cid=16933957469385260884
1410051017184,日吉みんなの保育園,港北区,日吉みんなの保育園 港北区 横浜市 保育園,ChIJJbPm9XlfGGARFz_g3-abqPk,,〒223-0061 神奈川県横浜市港北区日吉２丁目９−６,,35.5557124,,139.6452724,,045-561-6041,,https://hiyoshiminna.web.fc2.com/,,https://maps.google.com/?cid=17989800127432245015
1410051026730,木下の保育園日吉,港北区,木下の保育園日吉 港北区 横浜市 保育園,ChIJ5etViSVfGGARFHm020mkp-U,,〒223-0051 神奈川県横浜市港北区箕輪町３丁目１５−３８,,35.5457811,,139.6423552,,045-548-4066,,https://www.kinoshita-hoiku.com/facility/hiyoshi,,https://maps.google.com/?cid=16548375992921782548
1410051015683,にじいろ保育園綱島,港北区,にじいろ保育園綱島 港北区 横浜市 保育園,ChIJyb_o0j9fGGARnlvcqip3Lso,"大谷保育園, 花屋町通, 門前町, 乾町, 下京区, 京都市, 京都府, 600-8304, 日本",〒222-0032 神奈川県横浜市港北区綱島西３丁目４−８,34.993559,35.5370716,135.758497,139.6293898,,045-717-7241,,https://www.like-kd.co.jp/establishment/nijiiro/HPtsunashima?utm_source=google&utm_medium=maps&utm_campaign=tsunashima,"https://www.google.com/maps/search/?api=1&query=34.993559,135.758497",https://maps.google.com/?cid=14568712869729033118
1410051025500,キッズパートナー綱島東,港北区,キッズパートナー綱島東 港北区 横浜市 保育園,ChIJ1-xI1DVfGGARNssPLmU7r48,,〒223-0052 神奈川県横浜市港北区綱島東４丁目６−３３,,35.5412137,,139.6437546,,045-545-6230,,https://www.care-partner.com/service/childcare/tunashimahigashi/,,https://maps.google.com/?cid=10353559374098582326
1410051015212,大倉山保育園,港北区,大倉山保育園 港北区 横浜市 保育園,ChIJfctbBB9fGGAR5V1wvi-qKyM,"NTT西日本 七条別館, 下珠数屋町通, 西玉水町, 下京区, 京都市, 京都府, 600-8505, 日本",〒222-0003 神奈川県横浜市港北区大曽根１丁目７−１ 横浜市立大倉山保育園 大倉山保育園,34.990339,35.524644,135.762865,139.6320119,,045-542-5632,,https://kyosaikai.jp/service/okurayama-hoiku/,"https://www.google.com/maps/search/?api=1&query=34.990339,135.762865",https://maps.google.com/?cid=2534306337361255909
1410051025971,ぶれすと綱島ほいくえん,港北区,ぶれすと綱島ほいくえん 港北区 横浜市 保育園,ChIJ-V-QZhVfGGARpBSzCSX1j30,,〒222-0001 神奈川県横浜市港北区樽町２丁目３−１ １F,,35.5304121,,139.6386907,,045-947-2730,,https://hoikuen.brest.co.jp/tsunashima/,,https://maps.google.com/?cid=9047719715835942052
1410051025468,天才キッズクラブ楽学館大倉山園,港北区,天才キッズクラブ楽学館大倉山園 港北区 横浜市 保育園,ChIJi7EPHqxfGGARE6YMGCQqhUs,,〒222-0037 神奈川県横浜市港北区大倉山３丁目５５−３,,35.5227424,,139.6254348,,045-642-5795,,http://tensaikids.jp/,,https://maps.google.com/?cid=5441802059257783827
1410051024016,コビープリスクールつなしま,港北区,コビープリスクールつなしま 港北区 横浜市 保育園,ChIJSZ1cLT9fGGAR7Sf5tHOZpfQ,,〒223-0055 神奈川県横浜市港北区綱島上町91−１,,35.5356878,,139.6247134,,045-633-8099,,https://www.coby.jp/institute/tsunashima/,,https://maps.google.com/?cid=17628665038648190957
1410051023976,ブライト保育園横浜綱島,港北区,ブライト保育園横浜綱島 港北区 横浜市 保育園,ChIJUZQbL0RfGGARcfsrmoHe_60,,〒223-0058 神奈川県横浜市港北区新吉田東１丁目６−２６,,35.54183,,139.6231586,,045-542-0190,,https://www.saiseikai.net/brighttsunashima/,,https://maps.google.com/?cid=12537984535841471345
1410051017200,まめどくれっしゅ,港北区,まめどくれっしゅ 港北区 横浜市 保育園,ChIJTYWiaeFeGGARVsz3hvnfsJo,,〒222-0032 神奈川県横浜市港北区大豆戸町４０−３,,35.5194603,,139.634174,,045-545-5002,,https://www.doronko.jp/facilities/mamedokuresshu/?utm_source=GBP&utm_medium=click&utm_campaign=page_mamedokuresshu,,https://maps.google.com/?cid=11146655340546214998
1410051023984,スターチャイルド≪新吉田ナーサリー≫,港北区,スターチャイルド≪新吉田ナーサリー≫ 港北区 横浜市 保育園,ChIJR3gxrjdfGGAR79vgQfN2QMw,,〒223-0058 神奈川県横浜市港北区新吉田東７丁目２８−１,,35.5328338,,139.6176562,,045-544-0366,,https://www.starchild.jp/nursery/shinyoshida/,,https://maps.google.com/?cid=14717894369401166831
1410051024255,ポピンズナーサリースクール綱島,港北区,ポピンズナーサリースクール綱島 港北区 横浜市 保育園,ChIJa-33bA5fGGARvUX0gQo3HNg,,〒223-0052 神奈川県横浜市港北区綱島東３丁目２−１５,,35.5387454,,139.6413635,,045-859-9892,,https://www.poppins.co.jp/educare/room-search/tsunashima/?utm_source=gmap&utm_medium=room&utm_campaign=202210,,https://maps.google.com/?cid=15572382129809802685
1410051024008,木下の保育園 綱島東,港北区,木下の保育園 綱島東 港北区 横浜市 保育園,ChIJ8x73SwxfGGARI50yntbjZXs,,〒223-0052 神奈川県横浜市港北区綱島東４丁目５−３５,,35.541757,,139.6432698,,045-543-6506,,https://www.kinoshita-hoiku.com/facility/tsunashimahigashi,,https://maps.google.com/?cid=8891763550229536035
1410051024198,グローバルキッズ菊名園,港北区,グローバルキッズ菊名園 港北区 横浜市 保育園,ChIJP97V0edeGGARDwXpBfJO3g4,"一般社団法人 日本病院管理機構, 錦小路通, 吉野町, 中京区, 京都市, 京都府, 604-8254, 日本",〒222-0011 神奈川県横浜市港北区菊名６丁目３−２０,35.0045535,35.5120875,135.7586522,139.6319338,,045-421-3577,,http://www.gkids.co.jp/facilities/nursery_011.html,"https://www.google.com/maps/search/?api=1&query=35.0045535,135.7586522",https://maps.google.com/?cid=1071380562748966159
1410051015675,グローバルキッズ日吉園,港北区,グローバルキッズ日吉園 港北区 横浜市 保育園,ChIJaZB5QhpfGGARhjnI_ZSSxK4,"一般社団法人 日本病院管理機構, 錦小路通, 吉野町, 中京区, 京都市, 京都府, 604-8254, 日本",〒223-0061 神奈川県横浜市港北区日吉１丁目１０−２６,35.0045535,35.55645,135.7586522,139.6425261,,045-562-0321,,https://www.gkids.co.jp/facilities/nursery_028.html,"https://www.google.com/maps/search/?api=1&query=35.0045535,135.7586522",https://maps.google.com/?cid=12593351626645322118
1410051015667,グローバルキッズ綱島園,港北区,グローバルキッズ綱島園 港北区 横浜市 保育園,ChIJVSE80KJfGGARjgWWUeT4PS4,"NTT西日本 七条別館, 下珠数屋町通, 西玉水町, 下京区, 京都市, 京都府, 600-8505, 日本",〒223-0052 神奈川県横浜市港北区綱島東４丁目１１−３８,34.990339,35.5395148,135.762865,139.6448203,,045-545-1717,,https://www.gkids.co.jp/facilities/nursery_039.html,"https://www.google.com/maps/search/?api=1&query=34.990339,135.762865",https://maps.google.com/?cid=3332092958829053326
1410051017101,アスク日吉東保育園,港北区,アスク日吉東保育園 港北区 横浜市 保育園,ChIJkUioMApfGGARpbxzcjEMG8o,"一般社団法人 日本病院管理機構, 錦小路通, 吉野町, 中京区, 京都市, 京都府, 604-8254, 日本",〒223-0061 神奈川県横浜市港北区日吉７丁目２０−４４,35.0045535,35.5431376,135.7586522,139.6483612,,045-566-2226,,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihigashi/?utm_source=google&utm_medium=map&utm_campaign=gbp,"https://www.google.com/maps/search/?api=1&query=35.0045535,135.7586522",https://maps.google.com/?cid=14563247226545749157
1410051026680,ぶれすと綱島二階ほいくえん,港北区,ぶれすと綱島二階ほいくえん 港北区 横浜市 保育園,ChIJZQJ3_B1fGGARrXlxjCC1lsE,,〒222-0001 神奈川県横浜市港北区樽町２丁目３−１ ２F,,35.5303442,,139.638611,,045-834-8766,,https://hoikuen.brest.co.jp/tsunashima-nikai/,,https://maps.google.com/?cid=13949536047226517933
1410051014298,マイ・ハート綱島東保育園,港北区,マイ・ハート綱島東保育園 港北区 横浜市 保育園,ChIJS2TgVg5fGGAR_uzDwnLhyWE,,〒223-0052 神奈川県横浜市港北区綱島東３丁目４−３２,,35.5381171,,139.6425364,,045-642-3700,,https://my-heart.co.jp/%E3%83%9E%E3%82%A4%E3%83%BB%E3%83%8F%E3%83%BC%E3%83%88%E7%B6%B1%E5%B3%B6%E6%9D%B1%E4%BF%9D%E8%82%B2%E5%9C%92%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8/,,https://maps.google.com/?cid=7046410975007993086
1410052004264,尚花ぞうさん保育室,港北区,尚花ぞうさん保育室 港北区 横浜市 保育園,ChIJF7E1Az5fGGARYlqhQLqkwUI,,〒223-0053 神奈川県横浜市港北区綱島西２丁目１５−１４,,35.5353078,,139.6296886,,045-717-7471,,http://www.shoka-aijien.or.jp/publics/index/43/,,https://maps.google.com/?cid=4810306996863588962
1410051023760,テンダーラビング保育園綱島東,港北区,テンダーラビング保育園綱島東 港北区 横浜市 保育園,ChIJOaz0VglfGGARVKAEFD3INxQ,,〒223-0052 神奈川県横浜市港北区綱島東４丁目１０−３４,,35.541573,,139.646345,,045-633-7258,,https://tlcs-ns.jp/facility/tsunashima/,,https://maps.google.com/?cid=1456853169132052564
1410051025641,キディ大倉山・横浜,港北区,キディ大倉山・横浜 港北区 横浜市 保育園,ChIJgeyuTd5fGGARQ_mi5i-vuHI,,〒222-0032 神奈川県横浜市港北区大豆戸町３５−１,,35.5191771,,139.6339165,,045-717-7122,,https://www.shinkoufukushikai.com/hoiku/ninka/kiddy-okurayama,,https://maps.google.com/?cid=8266549736306309443
1410051015634,くっくおさんぽ保育園,港北区,くっくおさんぽ保育園 港北区 横浜市 保育園,ChIJXcBx8KBfGGARQtE_PkF9Fq8,,〒223-0061 神奈川県横浜市港北区日吉６丁目１−７,,35.545629,,139.652044,,045-566-6777,,http://kukkuosanpo.com/,,https://maps.google.com/?cid=12616409125295739202
1410051014959,たかた保育園,港北区,たかた保育園 港北区 横浜市 保育園,ChIJHQ9NO_n1GGAR74j1bvlRZYI,,〒223-0066 神奈川県横浜市港北区高田西４丁目３５−１８ 横浜市立高田保育園,,35.554939,,139.615514,,045-592-3251,,http://www.takata-hoikuen.jp/,,https://maps.google.com/?cid=9396006329328699631
1410051024842,まなびの森 綱島こども園,港北区,まなびの森 綱島こども園 港北区 横浜市 保育園,ChIJvSYSlBJfGGARJ77aSTa8f9A,,〒223-0052 神奈川県横浜市港北区綱島西６丁目２３,,35.5418784,,139.6391757,,045-547-6655,,http://kodomonomori.co.jp/tu/,,https://maps.google.com/?cid=15023933823284592167
1410051027845,小学館アカデミーつなしま保育園,港北区,小学館アカデミーつなしま保育園 港北区 横浜市 保育園,ChIJN-tw3RlfGGARZHTmKC5t-fE,,〒222-0001 神奈川県横浜市港北区樽町２丁目１３−２７,,35.531361,,139.633707,,045-542-1521,,https://hoiku.shopro.co.jp/hoiku/about/nursery/tsunashima.html,,https://maps.google.com/?cid=17436087477363700836
1410051017275,たんぽぽ保育園,港北区,たんぽぽ保育園 港北区 横浜市 保育園,ChIJXZCIX61fGGARWTX74ae76wc,,〒222-0037 神奈川県横浜市港北区大倉山２丁目１３−９,,35.5248334,,139.6247439,,045-633-4141,,http://tanpopo.kir.jp/,,https://maps.google.com/?cid=570756107517769049
